,account_value
343,992548.0010986328
344,987712.001991272
345,986512.0050430298
346,986799.0037918091
347,994159.0044021606
348,996811.0055923462
349,1005361.0055923462
350,1005028.005027771
351,1002899.9998092651
352,1005747.0054626465
353,1004113.0043029785
354,1000369.0004348755
355,1000969.0065383911
356,1002178.0044555664
357,997390.0035858154
358,1007881.0056686401
359,1005677.0059585571
360,1009109.0026855469
361,1013897.0035552979
362,1009420.006942749
363,1018160.0040435791
364,1009243.0046081543
365,1006051.0040283203
366,1007572.0016479492
367,1006964.0022277832
368,1005521.004486084
369,1009445.0050354004
370,1013505.0045013428
371,1012689.005279541
372,1010799.0020751953
373,1007127.0004272461
374,1008718.0015563965
375,1010302.0034790039
376,1012542.0013427734
377,1013358.0005645752
378,1021583.0018997192
379,1021979.0040969849
380,1023014.9995803833
381,1028296.9972610474
382,1024631.0026168823
383,1018751.0053634644
384,1016168.0009841919
385,1019848.0012893677
386,1021290.9971237183
387,1031247.00756073
388,1026723.0081558228
389,1031322.9990005493
390,1038580.0008773804
391,1035555.9957504272
392,1032202.0009994507
393,1022917.9983139038
394,1024583.010673523
395,1027707.0066452026
396,1029943.0086135864
397,1028725.0047683716
398,1027391.9988632202
399,1024664.0035629272
400,1024934.0097427368
401,1022358.0034255981
402,1017048.0020523071
403,1015464.0077590942
404,1005488.000869751
405,1007336.003112793
406,1008566.0078048706
407,1012646.0020065308
408,1012880.0073623657
409,1018760.0046157837
410,1021425.0108718872
411,1031589.0031814575
412,1032922.0090866089
413,1031514.0104293823
414,1024404.0021896362
415,1026980.0085067749
416,1033042.9948806763
417,1031170.9978103638
418,1033768.0105209351
419,1040018.0105209351
420,1039762.9949569702
421,1039398.9965438843
422,1047348.9965438843
423,1042489.0089035034
424,1038693.995475769
425,1037350.0074386597
426,1040375.0032424927
427,1037999.0106582642
428,1036303.0122756958
429,1036251.0011672974
430,1036046.9964981079
431,1038247.0087051392
432,1042656.9974899292
433,1040017.0011520386
434,1041426.9975662231
435,1040658.998298645
436,1041410.9975814819
437,1043159.002494812
438,1043519.0107345581
439,1043827.0093917847
440,1043998.996925354
441,1047695.001411438
442,1047982.0001602173
443,1049181.9971084595
444,1053979.0102005005
445,1054207.0009231567
446,1056168.010520935
447,1053684.0017318726
448,1056064.0027999878
449,1054398.0100631714
450,1056279.0090560913
451,1064342.9983139038
452,1058019.0073013306
453,1052739.0008926392
454,1047867.0000076294
455,1051703.007698059
456,1050056.0060501099
457,1050004.0048599243
458,1049604.005241394
459,1050372.0045089722
460,1051545.0006484985
461,1050995.0006484985
462,1052675.00705719
463,1052175.00705719
464,1057552.003288269
465,1062232.007408142
466,1058509.0032577515
467,1059629.0044784546
468,1060094.006538391
469,1060920.0067520142
470,1060608.0045700073
471,1063248.0054855347
472,1062610.0034713745
473,1063800.0059127808
474,1062261.0033035278
475,1062477.0036697388
476,1062575.0032424927
477,1062509.0051651
478,1063684.0044021606
479,1063184.0044021606
480,1062878.0042648315
481,1062888.0041122437
482,1062866.004371643
483,1062866.004371643
484,1062866.004371643
485,1062866.004371643
