,0
Annual return,0.07764341063248947
Cumulative returns,0.1602819799407007
Annual volatility,0.4524628124585648
Sharpe ratio,0.3986982454393412
Calmar ratio,0.16280974154512826
Stability,5.574122353800959e-05
Max drawdown,-0.4768965904350875
Omega ratio,1.0934863584891796
Sortino ratio,0.5382196595747718
Skew,
Kurtosis,
Tail ratio,1.131973189055401
Daily value at risk,-0.05628909849916213
