,date,actions
0,2018-11-19,[65]
1,2018-11-20,[73]
2,2018-11-21,[77]
3,2018-11-23,[86]
4,2018-11-26,[-51]
5,2018-11-27,[-51]
6,2018-11-28,[72]
7,2018-11-29,[78]
8,2018-11-30,[83]
9,2018-12-03,[-61]
10,2018-12-04,[-54]
11,2018-12-06,[-63]
12,2018-12-07,[-59]
13,2018-12-10,[-65]
14,2018-12-11,[-85]
15,2018-12-12,[-45]
16,2018-12-13,[0]
17,2018-12-14,[0]
18,2018-12-17,[16]
19,2018-12-18,[-16]
20,2018-12-19,[36]
21,2018-12-20,[81]
22,2018-12-21,[100]
23,2018-12-24,[100]
24,2018-12-26,[100]
25,2018-12-27,[100]
26,2018-12-28,[100]
27,2018-12-31,[100]
28,2019-01-02,[100]
29,2019-01-03,[100]
30,2019-01-04,[33]
31,2019-01-07,[12]
32,2019-01-08,[-3]
33,2019-01-09,[-31]
34,2019-01-10,[-47]
35,2019-01-11,[-54]
36,2019-01-14,[-59]
37,2019-01-15,[-65]
38,2019-01-16,[-54]
39,2019-01-17,[-58]
40,2019-01-18,[-66]
41,2019-01-22,[-57]
42,2019-01-23,[79]
43,2019-01-24,[80]
44,2019-01-25,[-53]
45,2019-01-28,[-59]
46,2019-01-29,[74]
47,2019-01-30,[74]
48,2019-01-31,[-63]
49,2019-02-01,[58]
50,2019-02-04,[-81]
51,2019-02-05,[-83]
52,2019-02-06,[-83]
53,2019-02-07,[65]
54,2019-02-08,[83]
55,2019-02-11,[97]
56,2019-02-12,[100]
57,2019-02-13,[95]
58,2019-02-14,[100]
59,2019-02-15,[97]
60,2019-02-19,[90]
61,2019-02-20,[90]
62,2019-02-21,[99]
63,2019-02-22,[-29]
64,2019-02-25,[-34]
65,2019-02-26,[-28]
66,2019-02-27,[100]
67,2019-02-28,[100]
68,2019-03-01,[100]
69,2019-03-04,[100]
70,2019-03-05,[100]
71,2019-03-06,[-16]
72,2019-03-07,[100]
73,2019-03-08,[100]
74,2019-03-11,[100]
75,2019-03-12,[-18]
76,2019-03-13,[-24]
77,2019-03-14,[-24]
78,2019-03-15,[-24]
79,2019-03-18,[-27]
80,2019-03-19,[-28]
81,2019-03-20,[-42]
82,2019-03-21,[-47]
83,2019-03-22,[-58]
84,2019-03-25,[-61]
85,2019-03-26,[-64]
86,2019-03-27,[-60]
87,2019-03-28,[-63]
88,2019-03-29,[-65]
89,2019-04-01,[-68]
90,2019-04-02,[-80]
91,2019-04-03,[-84]
92,2019-04-04,[-94]
93,2019-04-05,[-97]
94,2019-04-08,[-100]
95,2019-04-09,[-100]
96,2019-04-10,[-100]
97,2019-04-11,[-100]
98,2019-04-12,[-100]
99,2019-04-15,[-100]
100,2019-04-16,[-100]
101,2019-04-17,[-99]
102,2019-04-18,[23]
103,2019-04-22,[25]
104,2019-04-23,[-100]
105,2019-04-24,[-100]
106,2019-04-25,[-41]
107,2019-04-26,[0]
108,2019-04-29,[0]
109,2019-04-30,[0]
110,2019-05-01,[0]
111,2019-05-02,[0]
112,2019-05-03,[0]
113,2019-05-06,[0]
114,2019-05-07,[0]
115,2019-05-08,[0]
116,2019-05-09,[0]
117,2019-05-10,[0]
118,2019-05-13,[0]
119,2019-05-14,[0]
120,2019-05-15,[0]
121,2019-05-16,[0]
122,2019-05-17,[0]
123,2019-05-20,[0]
