,date,actions
0,2021-01-04,[0]
1,2021-01-05,[0]
2,2021-01-06,[0]
3,2021-01-07,[0]
4,2021-01-08,[0]
5,2021-01-11,[0]
6,2021-01-12,[0]
7,2021-01-13,[0]
8,2021-01-14,[0]
9,2021-01-15,[0]
10,2021-01-19,[0]
11,2021-01-20,[0]
12,2021-01-21,[0]
13,2021-01-22,[0]
14,2021-01-25,[0]
15,2021-01-26,[0]
16,2021-01-27,[0]
17,2021-01-28,[0]
18,2021-01-29,[0]
19,2021-02-01,[0]
20,2021-02-02,[0]
21,2021-02-03,[0]
22,2021-02-04,[0]
23,2021-02-05,[0]
24,2021-02-08,[0]
25,2021-02-09,[0]
26,2021-02-10,[0]
27,2021-02-11,[0]
28,2021-02-12,[0]
29,2021-02-16,[0]
30,2021-02-17,[0]
31,2021-02-18,[0]
32,2021-02-19,[0]
33,2021-02-22,[0]
34,2021-02-23,[0]
35,2021-02-24,[0]
36,2021-02-25,[0]
37,2021-02-26,[0]
38,2021-03-01,[0]
39,2021-03-02,[0]
40,2021-03-03,[0]
41,2021-03-04,[0]
42,2021-03-05,[0]
43,2021-03-08,[0]
44,2021-03-09,[0]
45,2021-03-10,[0]
46,2021-03-11,[0]
47,2021-03-12,[0]
48,2021-03-15,[0]
49,2021-03-16,[0]
50,2021-03-17,[0]
51,2021-03-18,[0]
52,2021-03-19,[0]
53,2021-03-22,[0]
54,2021-03-23,[0]
55,2021-03-24,[0]
56,2021-03-25,[0]
57,2021-03-26,[0]
58,2021-03-29,[0]
59,2021-03-30,[0]
60,2021-03-31,[0]
61,2021-04-01,[0]
62,2021-04-05,[0]
63,2021-04-06,[0]
64,2021-04-07,[0]
65,2021-04-08,[0]
66,2021-04-09,[0]
67,2021-04-12,[0]
68,2021-04-13,[0]
69,2021-04-14,[0]
70,2021-04-15,[0]
71,2021-04-16,[0]
72,2021-04-19,[0]
73,2021-04-20,[0]
74,2021-04-21,[0]
75,2021-04-22,[0]
76,2021-04-23,[0]
77,2021-04-26,[0]
78,2021-04-27,[0]
79,2021-04-28,[0]
80,2021-04-29,[0]
81,2021-04-30,[0]
82,2021-05-03,[0]
83,2021-05-04,[0]
84,2021-05-05,[0]
85,2021-05-06,[0]
86,2021-05-07,[0]
87,2021-05-10,[0]
88,2021-05-11,[0]
89,2021-05-12,[0]
90,2021-05-13,[0]
91,2021-05-14,[0]
92,2021-05-17,[0]
93,2021-05-18,[0]
94,2021-05-19,[0]
95,2021-05-20,[0]
96,2021-05-21,[0]
97,2021-05-24,[0]
98,2021-05-25,[0]
99,2021-05-26,[0]
100,2021-05-27,[0]
101,2021-05-28,[0]
102,2021-06-01,[0]
103,2021-06-02,[0]
104,2021-06-03,[0]
105,2021-06-04,[0]
106,2021-06-07,[0]
107,2021-06-08,[0]
108,2021-06-09,[0]
109,2021-06-10,[0]
110,2021-06-11,[0]
111,2021-06-14,[0]
112,2021-06-15,[0]
113,2021-06-16,[0]
114,2021-06-17,[0]
115,2021-06-18,[0]
116,2021-06-21,[0]
117,2021-06-22,[0]
118,2021-06-23,[0]
119,2021-06-24,[0]
120,2021-06-25,[0]
121,2021-06-28,[0]
122,2021-06-29,[0]
