,0
Annual return,0.09438659883616296
Cumulative returns,0.1921223177568252
Annual volatility,0.46474654876001914
Sharpe ratio,0.4333546529381114
Calmar ratio,0.20050490555972306
Stability,0.004261249804015181
Max drawdown,-0.47074458638643457
Omega ratio,1.1031263984651694
Sortino ratio,0.5901012962838763
Skew,
Kurtosis,
Tail ratio,1.2214932308260225
Daily value at risk,-0.057753354797590035
