,0
Annual return,0.08726685386347444
Cumulative returns,0.18097233384198597
Annual volatility,0.46624486442241814
Sharpe ratio,0.41982411020274857
Calmar ratio,0.181062829562719
Stability,0.0010407626100657722
Max drawdown,-0.48197001048879423
Omega ratio,1.0991269816078177
Sortino ratio,0.5697326042131937
Skew,
Kurtosis,
Tail ratio,1.1932971055403288
Daily value at risk,-0.0579645821449611
