,0
Annual return,0.09504653465832691
Cumulative returns,0.197831459067211
Annual volatility,0.46260553496788814
Sharpe ratio,0.4344278085089225
Calmar ratio,0.2007999275759225
Stability,0.006329481484440042
Max drawdown,-0.47333948675051085
Omega ratio,1.1030086020379186
Sortino ratio,0.5919196338214044
Skew,
Kurtosis,
Tail ratio,1.2104484432533447
Daily value at risk,-0.0574853242023973
