,0
Annual return,0.008459165262915569
Cumulative returns,0.018248475692572264
Annual volatility,0.29218653647016135
Sharpe ratio,0.17606972252063025
Calmar ratio,0.024426802528618514
Stability,0.010855455478127272
Max drawdown,-0.3463066954016919
Omega ratio,1.0356052429878368
Sortino ratio,0.23926900377958443
Skew,
Kurtosis,
Tail ratio,0.994538150667327
Daily value at risk,-0.036607895797204956
