,date,actions
0,2021-01-19,[100]
1,2021-01-20,[100]
2,2021-01-21,[100]
3,2021-01-22,[100]
4,2021-01-25,[100]
5,2021-01-26,[100]
6,2021-01-27,[100]
7,2021-01-28,[100]
8,2021-01-29,[100]
9,2021-02-01,[100]
10,2021-02-02,[100]
11,2021-02-03,[100]
12,2021-02-04,[100]
13,2021-02-05,[100]
14,2021-02-08,[100]
15,2021-02-09,[100]
16,2021-02-10,[100]
17,2021-02-11,[100]
18,2021-02-12,[100]
19,2021-02-16,[100]
20,2021-02-17,[100]
21,2021-02-18,[100]
22,2021-02-19,[100]
23,2021-02-22,[100]
24,2021-02-23,[100]
25,2021-02-24,[100]
26,2021-02-25,[100]
27,2021-02-26,[100]
28,2021-03-01,[100]
29,2021-03-02,[100]
30,2021-03-03,[100]
31,2021-03-04,[100]
32,2021-03-05,[100]
33,2021-03-08,[100]
34,2021-03-09,[100]
35,2021-03-10,[100]
36,2021-03-11,[100]
37,2021-03-12,[100]
38,2021-03-15,[100]
39,2021-03-16,[100]
40,2021-03-17,[100]
41,2021-03-18,[100]
42,2021-03-19,[100]
43,2021-03-22,[100]
44,2021-03-23,[100]
45,2021-03-24,[100]
46,2021-03-25,[100]
47,2021-03-26,[100]
48,2021-03-29,[100]
49,2021-03-30,[100]
50,2021-03-31,[100]
51,2021-04-01,[100]
52,2021-04-05,[100]
53,2021-04-06,[100]
54,2021-04-07,[100]
55,2021-04-08,[100]
56,2021-04-09,[100]
57,2021-04-12,[100]
58,2021-04-13,[100]
59,2021-04-14,[100]
60,2021-04-15,[100]
61,2021-04-16,[100]
62,2021-04-19,[100]
63,2021-04-20,[100]
64,2021-04-21,[100]
65,2021-04-22,[100]
66,2021-04-23,[100]
67,2021-04-26,[100]
68,2021-04-27,[100]
69,2021-04-28,[100]
70,2021-04-29,[100]
71,2021-04-30,[100]
72,2021-05-03,[100]
73,2021-05-04,[100]
74,2021-05-05,[100]
75,2021-05-06,[100]
76,2021-05-07,[100]
77,2021-05-10,[100]
78,2021-05-11,[100]
79,2021-05-12,[100]
80,2021-05-13,[100]
81,2021-05-14,[100]
82,2021-05-17,[100]
83,2021-05-18,[100]
84,2021-05-19,[100]
85,2021-05-20,[100]
86,2021-05-21,[100]
87,2021-05-24,[100]
88,2021-05-25,[100]
89,2021-05-26,[100]
90,2021-05-27,[100]
91,2021-05-28,[100]
92,2021-06-01,[100]
93,2021-06-02,[100]
94,2021-06-03,[100]
95,2021-06-04,[100]
96,2021-06-07,[100]
97,2021-06-08,[100]
98,2021-06-09,[100]
99,2021-06-10,[100]
100,2021-06-11,[99]
101,2021-06-14,[98]
102,2021-06-15,[96]
103,2021-06-16,[96]
104,2021-06-17,[96]
105,2021-06-18,[94]
106,2021-06-21,[95]
107,2021-06-22,[95]
108,2021-06-23,[96]
109,2021-06-24,[95]
110,2021-06-25,[96]
111,2021-06-28,[95]
112,2021-06-29,[93]
113,2021-06-30,[93]
114,2021-07-01,[91]
115,2021-07-02,[88]
116,2021-07-06,[87]
117,2021-07-07,[88]
118,2021-07-08,[88]
119,2021-07-09,[90]
120,2021-07-12,[91]
121,2021-07-13,[91]
122,2021-07-14,[92]
123,2021-07-15,[94]
124,2021-07-16,[94]
125,2021-07-19,[95]
126,2021-07-20,[97]
127,2021-07-21,[97]
128,2021-07-22,[96]
129,2021-07-23,[97]
130,2021-07-26,[100]
131,2021-07-27,[100]
132,2021-07-28,[100]
133,2021-07-29,[100]
134,2021-07-30,[100]
135,2021-08-02,[100]
136,2021-08-03,[100]
137,2021-08-04,[100]
138,2021-08-05,[100]
139,2021-08-06,[99]
140,2021-08-09,[97]
141,2021-08-10,[95]
142,2021-08-11,[92]
143,2021-08-12,[89]
144,2021-08-13,[85]
145,2021-08-16,[82]
146,2021-08-17,[80]
147,2021-08-18,[76]
148,2021-08-19,[72]
149,2021-08-20,[69]
150,2021-08-23,[63]
151,2021-08-24,[61]
152,2021-08-25,[60]
153,2021-08-26,[53]
154,2021-08-27,[47]
155,2021-08-30,[43]
156,2021-08-31,[35]
157,2021-09-01,[26]
158,2021-09-02,[25]
159,2021-09-03,[25]
160,2021-09-07,[25]
161,2021-09-08,[28]
162,2021-09-09,[29]
163,2021-09-10,[31]
164,2021-09-13,[33]
165,2021-09-14,[35]
166,2021-09-15,[36]
167,2021-09-16,[37]
168,2021-09-17,[39]
169,2021-09-20,[39]
170,2021-09-21,[40]
171,2021-09-22,[38]
172,2021-09-23,[36]
173,2021-09-24,[32]
174,2021-09-27,[29]
175,2021-09-28,[25]
176,2021-09-29,[20]
177,2021-09-30,[19]
178,2021-10-01,[17]
179,2021-10-04,[15]
180,2021-10-05,[10]
181,2021-10-06,[8]
182,2021-10-07,[10]
183,2021-10-08,[11]
184,2021-10-11,[13]
185,2021-10-12,[17]
186,2021-10-13,[22]
187,2021-10-14,[20]
188,2021-10-15,[20]
189,2021-10-18,[16]
190,2021-10-19,[12]
191,2021-10-20,[7]
192,2021-10-21,[6]
193,2021-10-22,[1]
194,2021-10-25,[-8]
195,2021-10-26,[-12]
196,2021-10-27,[-17]
197,2021-10-28,[-22]
198,2021-10-29,[-27]
199,2021-11-01,[-27]
200,2021-11-02,[-27]
201,2021-11-03,[-30]
202,2021-11-04,[-33]
203,2021-11-05,[-37]
204,2021-11-08,[-42]
205,2021-11-09,[-45]
206,2021-11-10,[-52]
207,2021-11-11,[-59]
208,2021-11-12,[-65]
209,2021-11-15,[-70]
210,2021-11-16,[-74]
211,2021-11-17,[-72]
212,2021-11-18,[-80]
213,2021-11-19,[-77]
214,2021-11-22,[-82]
215,2021-11-23,[-82]
216,2021-11-24,[-83]
217,2021-11-26,[-89]
218,2021-11-29,[-90]
219,2021-11-30,[-90]
220,2021-12-01,[-87]
221,2021-12-02,[-88]
222,2021-12-03,[-74]
223,2021-12-06,[-65]
224,2021-12-07,[-56]
225,2021-12-08,[-45]
226,2021-12-09,[-37]
227,2021-12-10,[-31]
