,0
Annual return,0.031030804098183262
Cumulative returns,0.06780486626528659
Annual volatility,0.276587625527435
Sharpe ratio,0.24984386187955096
Calmar ratio,0.09844270778174194
Stability,0.04829957379525757
Max drawdown,-0.3152168890658909
Omega ratio,1.0511306381509828
Sortino ratio,0.3427602463700713
Skew,
Kurtosis,
Tail ratio,1.0573777046091686
Daily value at risk,-0.034572544261315744
