,0
Annual return,0.20865428853351986
Cumulative returns,1.9800039970909582
Annual volatility,0.1646974490699993
Sharpe ratio,1.233730086512321
Calmar ratio,1.2282250198904998
Stability,0.6252938670508974
Max drawdown,-0.1698827862602262
Omega ratio,1.3568608679909455
Sortino ratio,1.9962819036149455
Skew,
Kurtosis,
Tail ratio,1.280540163426926
Daily value at risk,-0.01994360993484858
