,0
Annual return,0.20435713581926285
Cumulative returns,1.919471842836566
Annual volatility,0.17513675646320653
Sharpe ratio,1.149895765931726
Calmar ratio,0.9345671413617787
Stability,0.6018253784388717
Max drawdown,-0.2186650126832937
Omega ratio,1.328508301455268
Sortino ratio,1.8411606443022606
Skew,
Kurtosis,
Tail ratio,1.1945408081419315
Daily value at risk,-0.02126599453024399
