,Unnamed: 0,date,open,high,low,close,volume,tic,day
504,504,2013-01-04,185.6501007080078,185.90821838378903,184.30210876464844,123.98211669921876,3535689,IBM,4
505,505,2013-01-07,184.89483642578125,185.2581329345703,183.88145446777344,123.43888092041016,2993966,IBM,0
506,506,2013-01-08,184.4359436035156,184.7992401123047,183.1739959716797,123.26632690429688,3166137,IBM,1
507,507,2013-01-09,184.9713134765625,184.9808807373047,183.2218017578125,122.91478729248048,3359752,IBM,2
508,508,2013-01-10,184.1778259277344,184.47418212890625,182.8680725097656,123.272705078125,3774073,IBM,3
509,509,2013-01-11,185.6118621826172,186.42446899414065,184.4168243408203,124.27608489990234,4058898,IBM,4
510,510,2013-01-14,184.34034729003903,184.78012084960935,183.31739807128903,123.10652160644533,4364121,IBM,0
511,511,2013-01-15,182.8967437744141,184.2543029785156,182.0172119140625,123.02982330322266,4364017,IBM,1
512,512,2013-01-16,183.5564117431641,184.68450927734372,182.93499755859372,123.08737182617188,3099193,IBM,2
513,513,2013-01-17,185.32504272460935,185.90821838378903,184.7418670654297,123.76486206054688,4060154,IBM,3
514,514,2013-01-18,185.49713134765625,186.42446899414065,185.2772521972656,124.28890991210938,4769342,IBM,4
515,515,2013-01-22,185.8126220703125,187.4569854736328,185.4780120849609,125.31792449951172,7502226,IBM,1
516,516,2013-01-23,194.55067443847656,199.4072723388672,194.4168243408203,130.83984375,13106903,IBM,2
517,517,2013-01-24,194.9426422119141,196.0420684814453,194.14913940429688,130.64810180664062,4651771,IBM,3
518,518,2013-01-25,195.4588928222656,196.1567840576172,195.1529693603516,130.99960327148438,3513409,IBM,4
519,519,2013-01-28,195.8412933349609,197.1510467529297,195.3059234619141,130.9740753173828,2953590,IBM,0
520,520,2013-01-29,195.35372924804688,196.6826019287109,194.68450927734372,130.31573486328125,3783487,IBM,1
521,521,2013-01-30,194.73231506347656,195.86997985839844,194.2543029785156,130.07290649414062,3136326,IBM,2
522,522,2013-01-31,194.3785858154297,195.4780120849609,194.034423828125,129.78529357910156,3233604,IBM,3
523,523,2013-02-01,195.6501007080078,196.31930541992188,194.87571716308597,131.13381958007812,3525752,IBM,4
524,524,2013-02-04,195.2103271484375,196.0038299560547,194.6175842285156,130.24542236328125,3335485,IBM,0
525,525,2013-02-05,195.32504272460935,195.7456970214844,193.6042022705078,129.60633850097656,3804197,IBM,1
526,526,2013-02-06,191.5774383544922,192.4378662109375,190.783935546875,129.0159149169922,3790913,IBM,2
527,527,2013-02-07,191.7973175048828,192.07456970214844,189.9426422119141,128.1943817138672,3218228,IBM,3
528,528,2013-02-08,191.1759033203125,193.2026824951172,190.89866638183597,129.43951416015625,3026392,IBM,4
529,529,2013-02-11,192.14149475097656,193.0688323974609,190.965576171875,128.4639129638672,3080156,IBM,0
530,530,2013-02-12,191.21414184570312,191.91204833984372,190.26768493652344,128.3868865966797,2575043,IBM,1
531,531,2013-02-13,191.8260040283203,192.11280822753903,190.7935028076172,128.41896057128906,2269611,IBM,2
532,532,2013-02-14,190.9464569091797,191.5105133056641,190.49713134765625,128.1365966796875,3445733,IBM,3
533,533,2013-02-15,191.1854705810547,192.3996124267578,191.03250122070312,128.990234375,3794679,IBM,4
534,534,2013-02-19,191.7781982421875,193.011474609375,191.4149169921875,128.566650390625,3136222,IBM,1
535,535,2013-02-20,191.7973175048828,192.8489532470703,190.11471557617188,127.91838836669922,3886308,IBM,2
536,536,2013-02-21,189.89483642578125,190.31549072265625,189.397705078125,127.2894515991211,4103353,IBM,3
537,537,2013-02-22,190.46844482421875,192.2466583251953,190.09559631347656,129.060791015625,3250863,IBM,4
538,538,2013-02-25,192.8011474609375,193.5850830078125,188.8240966796875,126.76318359375,4021661,IBM,0
539,539,2013-02-26,189.89483642578125,191.10899353027344,189.1395721435547,127.80924987792967,3547614,IBM,1
540,540,2013-02-27,190.14340209960935,193.83364868164065,189.86614990234372,129.85667419433594,4377615,IBM,2
541,541,2013-02-28,193.2887115478516,194.1873779296875,191.95985412597656,128.89395141601562,4904903,IBM,3
542,542,2013-03-01,191.8260040283203,194.01528930664065,190.5927276611328,130.2288818359375,3460482,IBM,4
543,543,2013-03-04,193.68069458007807,196.16635131835935,193.64244079589844,131.69216918945312,3863296,IBM,0
544,544,2013-03-05,196.806884765625,198.5659637451172,196.6443634033203,132.55224609375,3982959,IBM,1
545,545,2013-03-06,197.9254302978516,199.32122802734372,197.5717010498047,133.7395782470703,3760161,IBM,2
546,546,2013-03-07,199.1300201416016,200.3824157714844,199.08221435546875,134.4071044921875,4063082,IBM,3
547,547,2013-03-08,200.6214141845703,201.47227478027344,200.21987915039065,135.023193359375,3870723,IBM,4
548,548,2013-03-11,200.8030548095703,200.95602416992188,199.84703063964844,134.8306121826172,3189986,IBM,0
549,549,2013-03-12,200.1912078857422,201.46270751953125,199.89483642578125,135.1322784423828,3756814,IBM,1
550,550,2013-03-13,200.95602416992188,203.02102661132807,200.54493713378903,136.10140991210938,3510271,IBM,2
551,551,2013-03-14,202.8202667236328,206.3671112060547,202.8202667236328,138.5017547607422,5758753,IBM,3
552,552,2013-03-15,205.90821838378903,206.4053497314453,204.0248565673828,137.9369659423828,8295094,IBM,4
553,553,2013-03-18,203.53729248046875,205.06692504882807,203.2887115478516,136.8394775390625,3144276,IBM,0
554,554,2013-03-19,204.71319580078125,205.6596527099609,202.51434326171875,136.987060546875,3345736,IBM,1
555,555,2013-03-20,205.31549072265625,206.3288726806641,204.87571716308597,138.02679443359375,3157874,IBM,2
556,556,2013-03-21,203.5946502685547,203.6328887939453,200.86997985839844,136.2298126220703,6098598,IBM,3
557,557,2013-03-22,202.87762451171875,203.79541015625,202.31358337402344,136.1142578125,3170949,IBM,4
558,558,2013-03-25,203.193115234375,203.4512481689453,200.8126220703125,135.2542724609375,3391655,IBM,0
559,559,2013-03-26,202.4569854736328,203.1548767089844,202.1988525390625,136.29396057128906,2406114,IBM,1
560,560,2013-03-27,201.6826019287109,202.829833984375,200.8604278564453,135.35052490234375,3371676,IBM,2
561,561,2013-03-28,200.602294921875,204.0535430908203,200.5162506103516,136.8972625732422,3922395,IBM,3
562,562,2013-04-01,203.44168090820312,204.11090087890625,201.95985412597656,136.30679321289062,2243147,IBM,0
563,563,2013-04-02,203.5564117431641,205.26768493652344,202.26577758789065,137.5775604248047,3260173,IBM,1
564,564,2013-04-03,204.89483642578125,205.4397735595703,203.27915954589844,136.48651123046875,3272725,IBM,2
565,565,2013-04-04,203.4129943847656,203.5659637451172,200.8030548095703,135.6201171875,3880137,IBM,3
566,566,2013-04-05,199.90440368652344,200.6118621826172,197.26577758789065,134.40061950683594,4338808,IBM,4
567,567,2013-04-08,199.87571716308597,200.11471557617188,198.2122344970703,134.3428497314453,2459355,IBM,0
568,568,2013-04-09,200.3441619873047,200.7648162841797,199.4359436035156,134.27870178222656,2695856,IBM,1
569,569,2013-04-10,202.5430145263672,203.1644287109375,201.21414184570312,136.0629119873047,3686313,IBM,2
570,570,2013-04-11,202.1988525390625,203.71893310546875,201.5774383544922,136.65333557128906,3823758,IBM,3
571,571,2013-04-12,201.52008056640625,202.18930053710935,200.5544891357422,135.66500854492188,3311008,IBM,4
572,572,2013-04-15,201.1854705810547,202.3804931640625,200.05735778808597,134.30435180664062,4412133,IBM,0
573,573,2013-04-16,201.56787109375,202.67686462402344,200.0,136.0629119873047,2991037,IBM,1
574,574,2013-04-17,201.27151489257807,201.806884765625,200.28680419921875,134.56748962402344,3420211,IBM,2
575,575,2013-04-18,200.86997985839844,201.0038299560547,197.08413696289065,132.95013427734375,6801092,IBM,3
576,576,2013-04-19,187.1319274902344,187.85850524902344,181.4149169921875,121.94318389892578,19713962,IBM,4
577,577,2013-04-22,182.7437896728516,182.9636688232422,179.4263916015625,120.55044555664062,10298288,IBM,0
578,578,2013-04-23,180.9464569091797,184.08221435546875,180.31549072265625,122.97650146484376,6585721,IBM,1
579,579,2013-04-24,183.70936584472656,184.034423828125,182.68641662597656,123.04063415527344,3863819,IBM,2
580,580,2013-04-25,184.216064453125,186.5870056152344,183.86233520507807,124.47833251953124,4864841,IBM,3
581,581,2013-04-26,185.6214141845703,186.1472320556641,184.75143432617188,124.70934295654295,3650854,IBM,4
582,582,2013-04-29,186.21414184570312,190.89866638183597,186.08985900878903,127.81574249267578,6205290,IBM,0
583,583,2013-04-30,190.3728485107422,193.68069458007807,188.67112731933597,129.99143981933594,7886735,IBM,1
584,584,2013-05-01,192.9923553466797,193.27915954589844,190.4397735595703,128.1238250732422,5124459,IBM,2
585,585,2013-05-02,191.31930541992188,193.52772521972656,190.965576171875,129.8951416015625,4126575,IBM,3
586,586,2013-05-03,194.9713134765625,196.29063415527344,194.7896728515625,131.2558135986328,4699364,IBM,4
587,587,2013-05-06,194.82791137695312,195.0191192626953,192.65774536132807,130.1454620361328,5048519,IBM,0
588,588,2013-05-07,193.89100646972656,194.7705535888672,192.7820281982422,130.6909942626953,3609746,IBM,1
589,589,2013-05-08,194.01528930664065,195.8412933349609,193.6042022705078,132.0709228515625,3767378,IBM,2
590,590,2013-05-09,195.68833923339844,195.98471069335935,193.8049774169922,131.0521240234375,3705246,IBM,3
591,591,2013-05-10,194.4263916015625,195.53536987304688,193.90057373046875,131.84523010253906,3430043,IBM,4
592,592,2013-05-13,195.2007598876953,195.4780120849609,193.32696533203125,130.55555725097656,3816226,IBM,0
593,593,2013-05-14,193.2026824951172,194.71319580078125,193.193115234375,131.03274536132812,3869886,IBM,1
594,594,2013-05-15,193.3556365966797,194.7227478027344,193.1548767089844,131.10369873046875,4213393,IBM,2
595,595,2013-05-16,195.0286865234375,197.50477600097656,195.0286865234375,131.98707580566406,4714322,IBM,3
596,596,2013-05-17,196.2237091064453,200.28680419921875,195.9751434326172,134.4051055908203,5966489,IBM,4
597,597,2013-05-20,198.87188720703125,199.9521942138672,198.29827880859372,133.8634796142578,3780767,IBM,0
598,598,2013-05-21,198.12619018554688,200.26768493652344,197.8967437744141,134.54051208496094,3120113,IBM,1
599,599,2013-05-22,199.33078002929688,200.90821838378903,197.05545043945312,133.47015380859375,5425393,IBM,2
600,600,2013-05-23,196.44358825683597,199.4359436035156,196.10899353027344,132.93496704101562,5417339,IBM,3
601,601,2013-05-24,195.68833923339844,197.3518218994141,195.43020629882807,132.6512451171875,3447407,IBM,4
602,602,2013-05-28,198.31739807128903,199.4168243408203,198.0497131347656,133.9795684814453,4196029,IBM,1
603,603,2013-05-29,197.1510467529297,199.2543029785156,196.97897338867188,134.06982421875,3597612,IBM,2
604,604,2013-05-30,197.8680725097656,201.71128845214844,197.8680725097656,134.9983367919922,4602086,IBM,3
605,605,2013-05-31,199.4168243408203,202.65774536132807,198.87188720703125,134.13429260253906,5176654,IBM,4
606,606,2013-06-03,199.0917816162109,200.8126220703125,198.2122344970703,134.73399353027344,3474812,IBM,0
607,607,2013-06-04,199.4263916015625,199.8087921142578,196.06118774414065,132.95428466796875,3763822,IBM,1
608,608,2013-06-05,196.13766479492188,197.2179718017578,193.49903869628903,130.72962951660156,4409308,IBM,2
609,609,2013-06-06,194.0726623535156,195.21987915039065,192.6099395751953,131.41319274902344,3848652,IBM,3
610,610,2013-06-07,195.8412933349609,197.27532958984372,195.13385009765625,133.0574493408203,3089256,IBM,4
611,611,2013-06-10,197.8680725097656,197.87762451171875,195.88909912109372,132.19985961914062,2774306,IBM,0
612,612,2013-06-11,194.2351837158203,196.89292907714844,193.6042022705078,131.52919006347656,2943862,IBM,1
613,613,2013-06-12,195.5927276611328,196.20458984375,191.6921539306641,129.73672485351562,3566651,IBM,2
614,614,2013-06-13,192.170166015625,195.4110870361328,191.52963256835935,131.3938446044922,3032877,IBM,3
615,615,2013-06-14,195.0,195.73614501953125,192.93499755859372,130.3815155029297,2933507,IBM,4
616,616,2013-06-17,194.4933013916016,196.1472320556641,193.64244079589844,130.92312622070312,3368015,IBM,0
617,617,2013-06-18,194.0917816162109,197.0267639160156,193.9483795166016,132.1031494140625,3428579,IBM,1
618,618,2013-06-19,195.44932556152344,196.0133819580078,193.0497131347656,130.21383666992188,2977021,IBM,2
619,619,2013-06-20,191.8451232910156,192.829833984375,188.6042022705078,127.25411224365234,4722481,IBM,3
620,620,2013-06-21,189.7705535888672,189.7896728515625,185.0286865234375,126.03540802001952,9324881,IBM,4
621,621,2013-06-24,185.4588928222656,186.3384246826172,182.9254302978516,124.79739379882812,4556585,IBM,0
622,622,2013-06-25,186.7208404541016,186.988525390625,184.6558380126953,125.72584533691406,4023125,IBM,1
623,623,2013-06-26,187.3518218994141,187.6003875732422,185.9464569091797,125.64852905273438,3472929,IBM,2
624,624,2013-06-27,187.4282989501953,188.2409210205078,186.70172119140625,126.15797424316406,3675853,IBM,3
625,625,2013-06-28,183.29827880859372,184.1873779296875,180.12428283691406,123.2304916381836,10518367,IBM,4
626,626,2013-07-01,183.69981384277344,185.2772521972656,182.7151031494141,123.3401107788086,4646750,IBM,0
627,627,2013-07-02,182.3900604248047,184.73231506347656,181.89292907714844,123.48198699951172,3825954,IBM,1
628,628,2013-07-03,182.58126831054688,185.67877197265625,182.1319274902344,124.61038970947266,1958740,IBM,2
629,629,2013-07-05,185.93690490722656,186.5774383544922,183.89100646972656,125.69364166259766,2516048,IBM,4
630,630,2013-07-08,186.9980926513672,187.170166015625,186.05162048339844,125.72584533691406,3083085,IBM,0
631,631,2013-07-09,183.44168090820312,184.32122802734372,182.3900604248047,123.35295867919922,5443593,IBM,1
632,632,2013-07-10,183.08795166015625,184.92352294921875,182.85850524902344,123.9655990600586,4071032,IBM,2
633,633,2013-07-11,185.2581329345703,185.5736083984375,184.1395721435547,124.32025146484376,4369665,IBM,3
634,634,2013-07-12,184.579345703125,185.181640625,183.1644287109375,123.84952545166016,4701456,IBM,4
635,635,2013-07-15,183.9579315185547,186.31930541992188,183.2504730224609,125.09398651123048,5935736,IBM,0
636,636,2013-07-16,185.50669860839844,186.02294921875,184.2064971923828,124.9972915649414,3917584,IBM,1
637,637,2013-07-17,186.1567840576172,186.31930541992188,184.5411071777344,125.4486312866211,7184346,IBM,2
638,638,2013-07-18,189.55067443847656,192.10325622558597,187.37094116210935,127.66680908203124,8779496,IBM,3
639,639,2013-07-19,189.2064971923828,189.28298950195312,184.7418670654297,124.79739379882812,7319490,IBM,4
640,640,2013-07-22,184.89483642578125,187.1797332763672,184.78012084960935,125.1520538330078,3554308,IBM,0
641,641,2013-07-23,185.66921997070312,187.7915802001953,185.5640563964844,125.72584533691406,2995535,IBM,1
642,642,2013-07-24,187.33270263671875,188.62332153320312,187.2466583251953,126.77693176269533,3093963,IBM,2
643,643,2013-07-25,187.66729736328125,189.1300201416016,187.05545043945312,127.17031860351562,3152958,IBM,3
644,644,2013-07-26,187.94454956054688,188.69024658203125,186.42446899414065,127.25411224365234,2599415,IBM,4
645,645,2013-07-29,188.1739959716797,188.5181579589844,186.93116760253903,126.51903533935548,2210930,IBM,0
646,646,2013-07-30,188.32696533203125,189.1300201416016,187.1988525390625,126.39012145996094,2785707,IBM,1
647,647,2013-07-31,185.93690490722656,188.2504730224609,185.93690490722656,125.7646484375,3985260,IBM,2
648,648,2013-08-01,188.0019073486328,188.49903869628903,186.81643676757807,126.2611312866211,3010074,IBM,3
649,649,2013-08-02,186.9024810791016,186.9024810791016,184.7227478027344,125.84197235107422,4052204,IBM,4
650,650,2013-08-05,186.5774383544922,187.26577758789065,185.8030548095703,126.06122589111328,2605481,IBM,0
651,651,2013-08-06,183.8049774169922,184.04397583007807,181.9024810791016,123.15304565429688,6211671,IBM,1
652,652,2013-08-07,181.26194763183597,181.5774383544922,179.78012084960938,122.19401550292967,4081178,IBM,2
653,653,2013-08-08,181.11854553222656,181.52008056640625,178.57553100585938,121.78575134277344,4756790,IBM,3
654,654,2013-08-09,179.73231506347656,180.8412933349609,178.7762908935547,121.71443939208984,3399082,IBM,4
655,655,2013-08-12,178.7476043701172,181.2237091064453,178.67112731933594,122.53751373291016,3165719,IBM,0
656,656,2013-08-13,181.20458984375,181.63479614257807,179.31166076660156,122.1033172607422,3705873,IBM,1
657,657,2013-08-14,180.28680419921875,180.6214141845703,179.06309509277344,121.5265655517578,3025346,IBM,2
658,658,2013-08-15,178.04014587402344,178.7762908935547,177.29444885253906,120.39896392822266,3862250,IBM,3
659,659,2013-08-16,177.3804931640625,178.26004028320312,177.18930053710938,120.10733795166016,3584014,IBM,4
660,660,2013-08-19,177.1510467529297,178.29827880859375,175.88909912109375,119.38800048828124,3398349,IBM,0
661,661,2013-08-20,176.26194763183594,177.46653747558594,175.11471557617188,119.6018524169922,3261219,IBM,1
662,662,2013-08-21,176.5487518310547,178.36520385742188,176.1759033203125,119.79631805419922,3714346,IBM,2
663,663,2013-08-22,177.48565673828125,178.0592803955078,176.14723205566406,120.01012420654295,2462598,IBM,3
664,664,2013-08-23,177.18930053710938,177.5717010498047,176.45315551757812,120.1591796875,2398164,IBM,4
665,665,2013-08-26,177.12237548828125,178.7762908935547,176.55831909179688,119.71854400634766,2270238,IBM,0
666,666,2013-08-27,175.5544891357422,176.38623046875,174.54110717773438,118.42243194580078,3337472,IBM,1
667,667,2013-08-28,174.64627075195312,175.4015350341797,173.13575744628906,118.0466079711914,4162243,IBM,2
668,668,2013-08-29,173.9579315185547,175.6214141845703,173.46080017089844,118.3576431274414,3118021,IBM,3
669,669,2013-08-30,174.71319580078125,174.94264221191406,173.52772521972656,118.11785888671876,2856626,IBM,4
670,670,2013-09-03,175.5544891357422,176.21414184570312,174.48374938964844,119.21304321289062,3647611,IBM,1
671,671,2013-09-04,175.50669860839844,176.08985900878906,174.29254150390625,118.67520141601562,2717403,IBM,2
672,672,2013-09-05,175.28680419921875,176.86424255371094,175.0191192626953,119.33616638183594,2999510,IBM,3
673,673,2013-09-06,176.52963256835938,176.8546905517578,174.61758422851562,118.6103744506836,3037061,IBM,4
674,674,2013-09-09,175.602294921875,177.33270263671875,175.24856567382812,119.87405395507812,3155991,IBM,0
675,675,2013-09-10,178.96749877929688,179.397705078125,178.1739959716797,120.92384338378906,3294482,IBM,1
676,676,2013-09-11,178.61376953125,182.47610473632807,178.6042022705078,123.58080291748048,5191193,IBM,2
677,677,2013-09-12,182.5621337890625,182.90631103515625,181.5009613037109,123.60026550292967,3509121,IBM,3
678,678,2013-09-13,182.8011474609375,184.6080322265625,182.6003875732422,124.53343963623048,3881078,IBM,4
679,679,2013-09-16,185.181640625,186.24282836914065,184.1395721435547,125.16848754882812,4081910,IBM,0
680,680,2013-09-17,184.91395568847656,185.6118621826172,183.3938751220703,124.52693939208984,3065721,IBM,1
681,681,2013-09-18,184.1300201416016,186.31930541992188,183.5564117431641,125.99154663085938,4018523,IBM,2
682,682,2013-09-19,185.6405334472656,186.31930541992188,184.7227478027344,125.32405090332033,3324293,IBM,3
683,683,2013-09-20,185.43020629882807,185.87954711914065,181.6634826660156,123.14016723632812,8918091,IBM,4
684,684,2013-09-23,181.70172119140625,183.9483795166016,181.0038299560547,123.76873779296876,3494477,IBM,0
685,685,2013-09-24,182.5334625244141,183.13575744628903,181.31930541992188,123.10775756835938,3227224,IBM,1
686,686,2013-09-25,181.7781982421875,182.23709106445312,180.2103271484375,122.78369140625,2776607,IBM,2
687,687,2013-09-26,181.73995971679688,183.32696533203125,181.12811279296875,123.26979064941406,2189906,IBM,3
688,688,2013-09-27,180.5640563964844,180.6309814453125,178.25047302246094,121.13121795654295,4085153,IBM,4
689,689,2013-09-30,177.3996124267578,178.52772521972656,176.2332763671875,120.0036392211914,4161197,IBM,0
690,690,2013-10-01,177.18930053710938,178.44168090820312,176.52963256835938,120.78130340576172,2804535,IBM,1
691,691,2013-10-02,177.3804931640625,178.11663818359375,176.30018615722656,119.8611068725586,3783487,IBM,2
692,692,2013-10-03,176.5774383544922,176.8260040283203,174.9521942138672,119.14825439453124,3359543,IBM,3
693,693,2013-10-04,176.07073974609375,176.988525390625,175.50669860839844,119.30377197265624,2995326,IBM,4
694,694,2013-10-07,173.85276794433594,175.24856567382812,173.85276794433594,117.94932556152344,4148854,IBM,0
695,695,2013-10-08,173.89100646972656,173.9866180419922,170.85086059570312,115.81737518310548,5834902,IBM,1
696,696,2013-10-09,171.48184204101562,173.68069458007812,171.2237091064453,117.50225067138672,4626981,IBM,2
697,697,2013-10-10,175.11471557617188,176.6443634033203,174.34034729003906,119.73792266845705,3827209,IBM,3
698,698,2013-10-11,177.10325622558594,178.04014587402344,176.02294921875,120.6386947631836,3381300,IBM,4
699,699,2013-10-14,177.25621032714844,178.7667236328125,176.30975341796875,121.16366577148438,2785603,IBM,0
700,700,2013-10-15,177.5717010498047,177.76290893554688,176.11854553222656,119.66670989990234,3519895,IBM,1
701,701,2013-10-16,177.26577758789062,178.51815795898438,176.8546905517578,121.00811004638672,7027028,IBM,2
702,702,2013-10-17,166.1950225830078,169.216064453125,164.9808807373047,113.29649353027344,23397869,IBM,3
703,703,2013-10-18,167.11280822753906,167.30401611328125,165.6309814453125,112.61602020263672,11033208,IBM,4
704,704,2013-10-21,166.74952697753906,167.06500244140625,165.03823852539062,112.0198211669922,7425240,IBM,0
705,705,2013-10-22,165.72657775878906,167.8489532470703,165.3441619873047,113.38719177246094,7298256,IBM,1
706,706,2013-10-23,167.3900604248047,168.25047302246094,166.73040771484375,113.90559387207033,5658232,IBM,2
707,707,2013-10-24,168.67112731933594,170.06692504882812,168.49903869628906,115.22112274169922,5787832,IBM,3
708,708,2013-10-25,170.5831756591797,171.2237091064453,168.50860595703125,114.60546875,5065569,IBM,4
709,709,2013-10-28,169.25430297851562,170.06692504882812,168.4512481689453,114.92951202392578,3883484,IBM,0
710,710,2013-10-29,169.8087921142578,174.30210876464844,169.69407653808594,118.02068328857422,9314212,IBM,1
711,711,2013-10-30,173.69981384277344,174.1682586669922,171.95028686523438,116.74400329589844,5516290,IBM,2
712,712,2013-10-31,171.74952697753906,173.68069458007812,171.16635131835938,116.13484191894533,4516733,IBM,3
713,713,2013-11-01,171.90248107910156,172.4091796875,171.0133819580078,116.14779663085938,3812147,IBM,4
714,714,2013-11-04,171.988525390625,172.8489532470703,171.45315551757812,116.82174682617188,3643532,IBM,0
715,715,2013-11-05,171.6443634033203,171.89292907714844,169.89483642578125,115.2535629272461,6377253,IBM,1
716,716,2013-11-06,170.08604431152344,171.84512329101562,169.96176147460938,116.74552154541016,4770492,IBM,2
717,717,2013-11-07,171.70172119140625,173.41299438476562,171.70172119140625,117.27324676513672,5459597,IBM,3
718,718,2013-11-08,170.965576171875,172.16061401367188,169.55067443847656,117.2667465209961,6563650,IBM,4
719,719,2013-11-11,172.26577758789062,175.32504272460938,172.12237548828125,119.1496124267578,5462526,IBM,0
720,720,2013-11-12,174.50286865234375,175.95602416992188,174.24473571777344,119.27338409423828,4454391,IBM,1
721,721,2013-11-13,174.25430297851562,175.47801208496094,173.6042022705078,119.58612060546876,4920802,IBM,2
722,722,2013-11-14,172.5430145263672,175.14340209960938,171.7590789794922,118.71309661865234,6612289,IBM,3
723,723,2013-11-15,174.35946655273438,175.21987915039062,173.193115234375,119.35157012939452,5414201,IBM,4
724,724,2013-11-18,175.44932556152344,176.8546905517578,175.2103271484375,120.18551635742188,5590765,IBM,0
725,725,2013-11-19,176.51051330566406,178.011474609375,176.05162048339844,120.6937026977539,4787542,IBM,1
726,726,2013-11-20,177.07456970214844,178.04971313476562,176.52963256835938,120.65463256835938,3813507,IBM,2
727,727,2013-11-21,177.3804931640625,177.58126831054688,175.3441619873047,119.96399688720705,4664637,IBM,3
728,728,2013-11-22,175.43020629882812,176.8546905517578,172.0076446533203,118.12019348144533,7960269,IBM,4
729,729,2013-11-25,172.32313537597656,172.8011474609375,170.0,116.58261108398438,7491347,IBM,0
730,730,2013-11-26,170.8126220703125,171.07073974609375,169.51242065429688,115.5206298828125,6020776,IBM,1
731,731,2013-11-27,170.0095672607422,172.25621032714844,170.0,116.60215759277344,4807939,IBM,2
732,732,2013-11-29,171.32887268066406,172.81069946289062,171.12811279296875,117.0647430419922,3002543,IBM,4
733,733,2013-12-02,171.56787109375,171.69215393066406,169.33078002929688,115.63142395019533,4769760,IBM,0
734,734,2013-12-03,169.216064453125,170.3919677734375,167.91586303710938,114.7192611694336,6133744,IBM,1
735,735,2013-12-04,167.65774536132812,169.69407653808594,167.4569854736328,114.4977569580078,5509700,IBM,2
736,736,2013-12-05,168.4034423828125,169.08221435546875,167.5717010498047,114.7192611694336,4586605,IBM,3
737,737,2013-12-06,168.92926025390625,170.17208862304688,168.26959228515625,115.75520324707033,4957831,IBM,4
738,738,2013-12-09,170.1625213623047,170.31549072265625,169.0535430908203,115.6183853149414,3971244,IBM,0
739,739,2013-12-10,169.12045288085938,169.85659790039062,168.31739807128906,115.39685821533205,4317679,IBM,1
740,740,2013-12-11,169.216064453125,169.94264221191406,167.3996124267578,114.14596557617188,4278558,IBM,2
741,741,2013-12-12,167.3613739013672,168.06883239746094,165.67877197265625,112.95365142822266,5932494,IBM,3
742,742,2013-12-13,165.88909912109375,166.71128845214844,165.13385009765625,112.58234405517578,4376882,IBM,4
743,743,2013-12-16,165.602294921875,170.50669860839844,165.13385009765625,115.87249755859376,7862782,IBM,0
744,744,2013-12-17,169.5602264404297,169.68450927734375,167.41873168945312,114.51081085205078,5723607,IBM,1
745,745,2013-12-18,168.69024658203125,170.87954711914062,167.16061401367188,116.42627716064452,5959794,IBM,2
746,746,2013-12-19,170.05735778808594,172.6003875732422,170.05735778808594,117.41658782958984,6199642,IBM,3
747,747,2013-12-20,172.1988525390625,173.9961700439453,172.10325622558594,117.28630065917967,8005561,IBM,4
748,748,2013-12-23,173.08795166015625,174.88528442382812,172.66729736328125,118.72608947753906,4267575,IBM,0
749,749,2013-12-24,173.9579315185547,175.43020629882812,173.91014099121094,119.37115478515624,1687826,IBM,1
750,750,2013-12-26,175.48757934570312,177.3996124267578,175.4397735595703,120.75881958007812,3478682,IBM,3
751,751,2013-12-27,177.66729736328125,178.29827880859375,176.44358825683594,120.58297729492188,3537154,IBM,4
752,752,2013-12-30,177.170166015625,178.48948669433594,176.5487518310547,121.44940948486328,3157456,IBM,0
753,753,2013-12-31,178.28871154785156,179.53155517578125,178.10707092285156,122.20523834228516,3786206,IBM,1
754,754,2014-01-02,178.97705078125,179.15870666503906,177.05545043945312,120.87612915039062,4755639,IBM,3
755,755,2014-01-03,177.65774536132812,179.11090087890625,177.1510467529297,121.5993194580078,4250107,IBM,4
756,756,2014-01-06,178.91969299316406,179.12045288085938,177.1510467529297,121.18235778808594,4254919,IBM,0
757,757,2014-01-07,178.193115234375,181.97897338867188,178.18356323242188,123.5994873046875,6205186,IBM,1
758,758,2014-01-08,181.0038299560547,181.08985900878903,179.0248565673828,122.46583557128906,4815470,IBM,2
759,759,2014-01-09,180.70745849609372,181.16635131835935,178.34608459472656,122.08145141601562,4520080,IBM,3
760,760,2014-01-10,180.0286865234375,180.2772521972656,178.08795166015625,122.00325775146484,4207430,IBM,4
761,761,2014-01-13,178.06883239746094,178.72848510742188,175.77438354492188,119.98355865478516,6050796,IBM,0
762,762,2014-01-14,176.92160034179688,178.23135375976562,175.7935028076172,121.13021087646484,4831683,IBM,1
763,763,2014-01-15,177.64817810058594,180.35372924804688,177.33270263671875,122.31600189208984,5038059,IBM,2
764,764,2014-01-16,179.28298950195312,180.67877197265625,178.5850830078125,122.98052215576172,4989734,IBM,3
765,765,2014-01-17,179.7705535888672,182.41873168945312,179.5984649658203,123.84707641601562,7996252,IBM,4
766,766,2014-01-21,181.8642425537109,182.0172119140625,178.57553100585938,122.76554107666016,11585810,IBM,1
767,767,2014-01-22,173.30784606933594,175.43020629882812,171.76864624023438,118.73914337158205,14430721,IBM,2
768,768,2014-01-23,173.4512481689453,175.64053344726562,172.76290893554688,119.05189514160156,7294699,IBM,3
