,0
Annual return,0.12800136402136464
Cumulative returns,0.26450554243565016
Annual volatility,0.4224313849923727
Sharpe ratio,0.5022881619761287
Calmar ratio,0.31497015127516464
Stability,0.06976018385540873
Max drawdown,-0.40639204541493174
Omega ratio,1.1205722275030117
Sortino ratio,0.6887639340870388
Skew,
Kurtosis,
Tail ratio,1.1816202101560986
Daily value at risk,-0.05237935874687286
