,account_value
0,1000000.0
1,1000000.0
2,1000000.0
3,999976.2877464294
4,999972.493648529
5,1000131.8400382996
6,1000397.418308258
7,1000545.3835487366
8,1000545.3835487366
9,1000545.3835487366
10,1000545.3835487366
11,1000545.3835487366
12,1000545.3835487366
13,1000644.9753761292
14,1000644.9753761292
15,1000644.9753761292
16,1000644.9753761292
17,1000644.9753761292
18,1000644.9753761292
19,1000644.9753761292
20,1000644.9753761292
21,1000644.9753761292
22,1000644.9753761292
23,1000644.9753761292
24,1000706.6274642944
25,1000706.6274642944
26,1000706.6274642944
27,1000706.6274642944
28,1000706.6274642944
29,1000706.6274642944
30,1000706.6274642944
31,1000706.6274642944
32,1000706.6274642944
33,1000706.6274642944
34,1000706.6274642944
35,1000706.6274642944
36,1000706.6274642944
37,1000706.6274642944
38,1000706.6274642944
39,1000706.6274642944
40,1000706.6274642944
41,1000706.6274642944
42,1000706.6274642944
43,1000706.6274642944
44,1000706.6274642944
45,1000706.6274642944
46,1000546.3317871094
47,1000388.8814926147
48,1000721.8032836914
49,1000718.0088043213
50,1000457.1726799011
51,1000855.5403709412
52,1000675.3269195557
53,1000497.0100402832
54,1000530.2074432373
55,1000655.4080963135
56,1000612.7262115479
57,1000650.6660461426
58,1000703.7816047668
59,1000703.7816047668
60,1000703.7816047668
61,1000703.7816047668
62,1000703.7816047668
63,1000703.7816047668
64,1000703.7816047668
65,1000703.7816047668
66,1000767.3310279846
67,1000767.3310279846
68,1000767.3310279846
69,1000767.3310279846
70,1000767.3310279846
71,1000767.3310279846
72,1000767.3310279846
73,1000767.3310279846
74,1000767.3310279846
75,1000767.3310279846
76,1000767.3310279846
77,1000767.3310279846
78,1000767.3310279846
79,1000767.3310279846
80,1000767.3310279846
81,1000767.3310279846
82,1000717.0607566833
83,1001138.1918907166
84,1001240.6294822693
85,1001240.6294822693
86,1001240.6294822693
87,1001240.6294822693
88,1001240.6294822693
89,1001240.6294822693
90,1001240.6294822693
91,1001240.6294822693
92,1001240.6294822693
93,1001240.6294822693
94,1001240.6294822693
95,1001240.6294822693
96,1001240.6294822693
97,1001240.6294822693
98,1001307.0233345032
99,1001307.0233345032
100,1001307.0233345032
101,1001307.0233345032
102,1001307.0233345032
103,1001307.0233345032
104,1001307.0233345032
105,1001325.992679596
106,1001325.992679596
107,1001287.104511261
108,1001374.3657112122
109,1001418.9450263977
110,1001418.9450263977
111,1001418.9450263977
112,1001418.9450263977
113,1001418.9450263977
114,1001418.9450263977
115,1001418.9450263977
116,1001418.9450263977
117,1001418.9450263977
118,1001418.9450263977
119,1001315.5592918396
120,1001372.4684715271
121,1001713.926410675
122,1001795.4968452454
123,1001743.3299064636
124,1001743.3299064636
125,1001743.3299064636
126,1001684.5234870911
127,1001527.0735740662
128,1001740.4844284058
129,1002013.649559021
130,1001837.2308731079
131,1001780.3207397461
132,1001855.2519798279
133,1001855.2519798279
134,1001855.2519798279
135,1001855.2519798279
136,1001855.2519798279
137,1001855.2519798279
138,1001855.2519798279
139,1001855.2519798279
140,1001855.2519798279
141,1001855.2519798279
142,1001855.2519798279
143,1001855.2519798279
144,1001855.2519798279
145,1001855.2519798279
146,1001855.2519798279
147,1001855.2519798279
148,1001855.2519798279
149,1001836.2822532654
150,1002507.8158378601
151,1002581.7980766296
152,1002581.7980766296
153,1002581.7980766296
154,1002581.7980766296
155,1002581.7980766296
156,1002581.7980766296
157,1002581.7980766296
158,1002581.7980766296
159,1002581.7980766296
160,1002581.7980766296
161,1002581.7980766296
162,1002581.7980766296
163,1002581.7980766296
164,1002620.6864356995
165,1002620.6864356995
166,1002663.3683204651
167,1002663.3683204651
168,1002663.3683204651
169,1002663.3683204651
170,1002663.3683204651
171,1002663.3683204651
172,1002663.3683204651
173,1002663.3683204651
174,1002663.3683204651
175,1002663.3683204651
176,1002663.3683204651
177,1002663.3683204651
178,1002663.3683204651
179,1002663.3683204651
180,1002691.0714149475
181,1002691.0714149475
182,1002691.0714149475
183,1002691.0714149475
184,1002691.0714149475
185,1002691.0714149475
186,1002691.0714149475
187,1002691.0714149475
188,1002691.0714149475
189,1002691.0714149475
190,1002691.0714149475
191,1002691.0714149475
192,1002691.0714149475
193,1002691.0714149475
194,1002691.0714149475
195,1002691.0714149475
196,1002691.0714149475
197,1002691.0714149475
198,1002691.0714149475
199,1002691.0714149475
200,1002691.0714149475
201,1002691.0714149475
202,1002691.0714149475
203,1002691.0714149475
204,1002691.0714149475
205,1002691.0714149475
206,1002691.0714149475
207,1002691.0714149475
208,1002691.0714149475
209,1002691.0714149475
210,1002691.0714149475
211,1002691.0714149475
212,1002691.0714149475
213,1002691.0714149475
214,1002691.0714149475
215,1002691.0714149475
216,1002691.0714149475
217,1002691.0714149475
218,1002691.0714149475
219,1002691.0714149475
220,1002691.0714149475
221,1002691.0714149475
222,1002564.9737358093
223,1002664.3237113953
224,1002578.3473014832
225,1002641.3966178894
226,1002708.2671165466
227,1002708.2671165466
228,1002708.2671165466
229,1002708.2671165466
230,1002708.2671165466
231,1002802.4518013
232,1002802.4518013
233,1002802.4518013
234,1002802.4518013
235,1002802.4518013
236,1002802.4518013
237,1002802.4518013
238,1002802.4518013
239,1002802.4518013
240,1002802.4518013
241,1002802.4518013
242,1002802.4518013
243,1002802.4518013
244,1002802.4518013
245,1002802.4518013
246,1002802.4518013
247,1002802.4518013
248,1002802.4518013
249,1002802.4518013
250,1002802.4518013
251,1002802.4518013
252,1002802.4518013
253,1002802.4518013
254,1002802.4518013
255,1002802.4518013
256,1002802.4518013
257,1002716.9167518616
258,1003510.7571601868
259,1003489.6136283875
260,1003489.6136283875
261,1003489.6136283875
262,1003489.6136283875
263,1003489.6136283875
264,1003489.6136283875
265,1003489.6136283875
266,1003489.6136283875
267,1003489.6136283875
268,1003489.6136283875
269,1003489.6136283875
270,1003489.6136283875
271,1003489.6136283875
272,1003489.6136283875
273,1003489.6136283875
274,1003489.6136283875
275,1003489.6136283875
276,1003489.6136283875
277,1003489.6136283875
278,1003489.6136283875
279,1003489.6136283875
280,1003682.7879905701
281,1003682.7879905701
282,1003682.7879905701
283,1003682.7879905701
284,1003682.7879905701
285,1003682.7879905701
286,1003682.7879905701
287,1003682.7879905701
288,1003850.0136375427
289,1003850.0136375427
290,1003850.0136375427
291,1003850.0136375427
292,1003850.0136375427
293,1003850.0136375427
294,1003850.0136375427
295,1003850.0136375427
296,1003850.0136375427
297,1003850.0136375427
298,1003850.0136375427
299,1003850.0136375427
300,1003850.0136375427
301,1003850.0136375427
302,1003850.0136375427
303,1003850.0136375427
304,1003850.0136375427
305,1003850.0136375427
306,1003850.0136375427
307,1003850.0136375427
308,1003850.0136375427
309,1003850.0136375427
310,1003850.0136375427
311,1003850.0136375427
312,1003850.0136375427
313,1003850.0136375427
314,1003850.0136375427
315,1003850.0136375427
316,1003850.0136375427
317,1003850.0136375427
318,1003850.0136375427
319,1003850.0136375427
320,1003850.0136375427
321,1003850.0136375427
322,1003850.0136375427
323,1003850.0136375427
324,1003850.0136375427
325,1003850.0136375427
326,1003850.0136375427
327,1003850.0136375427
328,1003850.0136375427
329,1003850.0136375427
330,1003850.0136375427
331,1003850.0136375427
332,1003840.3384208679
333,1003455.2599906921
