,account_value
497,1006719.6403503418
498,1006719.6403503418
499,1006719.6403503418
500,1006762.260055542
501,1006762.260055542
502,1006762.260055542
503,1006762.260055542
504,1006762.260055542
505,1006762.260055542
506,1006762.260055542
507,1006762.260055542
508,1006762.260055542
509,1006762.260055542
510,1006762.260055542
511,1006762.260055542
512,1006762.260055542
513,1006762.260055542
514,1006762.260055542
515,1006762.260055542
516,1006762.260055542
517,1006762.260055542
518,1006762.260055542
519,1006762.260055542
520,1006762.260055542
521,1006761.2689971924
522,1006755.322265625
523,1006781.0922622681
524,1006781.0922622681
525,1006781.0922622681
526,1006781.0922622681
527,1006781.0922622681
528,1006781.0922622681
529,1006783.0745697021
530,1006763.2514953613
531,1006746.4019775391
532,1006746.4019775391
533,1006746.4019775391
534,1006746.4019775391
535,1006746.4019775391
536,1006746.4019775391
537,1006746.4019775391
538,1006746.4019775391
539,1006746.4019775391
540,1006746.4019775391
541,1006659.1804504395
542,1006472.8439331055
543,1006543.3435440063
544,1006575.3435134888
545,1006645.3441619873
546,1006621.3436126709
547,1006507.3438644409
548,1006557.3438644409
