,0
Annual return,-0.03059387624290988
Cumulative returns,-0.06717838010555999
Annual volatility,0.14609769097947978
Sharpe ratio,-0.1404341116091245
Calmar ratio,-0.15416828713432995
Stability,0.02697070849986084
Max drawdown,-0.19844467893875486
Omega ratio,0.9727994948240674
Sortino ratio,-0.2075708340042128
Skew,
Kurtosis,
Tail ratio,0.9337612993491333
Daily value at risk,-0.018487995987581208
