,0
Annual return,0.001438051171283039
Cumulative returns,0.0031355523109437566
Annual volatility,0.0010734154626795413
Sharpe ratio,1.3392738548528138
Calmar ratio,1.3127267685837927
Stability,0.9017321034124703
Max drawdown,-0.0010954687644820788
Omega ratio,1.7407573193443757
Sortino ratio,2.510917868452438
Skew,2.1769374747498835
Kurtosis,22.684619655993856
Tail ratio,1.6016746135342759
Daily value at risk,-0.00012953288550736252
