,0
Annual return,0.02898324135156982
Cumulative returns,0.06482580644541414
Annual volatility,0.029400776912124758
Sharpe ratio,0.9882107657388959
Calmar ratio,1.8624878434780312
Stability,0.7571790160600904
Max drawdown,-0.015561573436874726
Omega ratio,1.317011674776609
Sortino ratio,1.8454160618855766
Skew,
Kurtosis,
Tail ratio,1.24804532739438
Daily value at risk,-0.0035888554145762307
