,0
Annual return,0.18864109797662443
Cumulative returns,1.6881718235187337
Annual volatility,0.12727831229053377
Sharpe ratio,1.422419578838422
Calmar ratio,4.934755517099898
Stability,0.6444505639860794
Max drawdown,-0.03822704029063769
Omega ratio,1.4720349031050033
Sortino ratio,2.355620837654823
Skew,
Kurtosis,
Tail ratio,1.3791875349954128
Daily value at risk,-0.015317134825355759
