,0
Annual return,0.20987054604630684
Cumulative returns,1.9747494683032372
Annual volatility,0.16613154586713377
Sharpe ratio,1.2305680455556327
Calmar ratio,1.2062689890429272
Stability,0.6262694110103743
Max drawdown,-0.17398320602838463
Omega ratio,1.3550548587895686
Sortino ratio,1.9894646051620977
Skew,
Kurtosis,
Tail ratio,1.272282657018266
Daily value at risk,-0.02011935274501199
