,0
Annual return,0.02451596469967532
Cumulative returns,0.055703399656816366
Annual volatility,0.1621415134039872
Sharpe ratio,0.22944313609701508
Calmar ratio,0.11111167572277227
Stability,0.3135456077199509
Max drawdown,-0.22064256110081137
Omega ratio,1.046699506655857
Sortino ratio,0.377482572706763
Skew,
Kurtosis,
Tail ratio,1.0250636611515325
Daily value at risk,-0.020280282550286605
