,0
Annual return,-0.07551755482910805
Cumulative returns,-0.1611622375812577
Annual volatility,0.3773033534048372
Sharpe ratio,-0.022232582642168593
Calmar ratio,-0.17279831342895474
Stability,0.034041152029478654
Max drawdown,-0.43702715223639466
Omega ratio,0.9956481177225645
Sortino ratio,-0.033400706048165855
Skew,
Kurtosis,
Tail ratio,0.9780996249674528
Daily value at risk,-0.047569041790733
