,0
Annual return,-0.06359532635684917
Cumulative returns,-0.13675761141658227
Annual volatility,0.34063513963768555
Sharpe ratio,-0.025017507410261357
Calmar ratio,-0.15582515320893445
Stability,0.015303858643002264
Max drawdown,-0.40811977429329965
Omega ratio,0.9951473993754871
Sortino ratio,-0.03766754305776895
Skew,
Kurtosis,
Tail ratio,0.953265697972408
Daily value at risk,-0.042949810514376977
