,account_value
0,1000000.0
1,1000000.0
2,1000000.0
3,1000000.0
4,999963.3005586922
5,1000262.811312995
6,1000184.3506345144
7,1000184.3506345144
8,1000184.3506345144
9,1000184.3506345144
10,1000184.3506345144
11,1000245.2601454672
12,1000606.3133261622
13,1000446.8056757372
14,1000446.8056757372
15,1000446.8056757372
16,1000446.8056757372
17,1000626.7893278658
18,1000626.7893278658
19,1000697.4547814433
20,1000697.4547814433
21,1000572.7814968557
22,1000945.3407110937
23,1000833.1437595988
24,1000833.1437595988
25,1000833.1437595988
26,1000911.768683613
27,1000911.768683613
28,1000807.2841298131
29,1000892.8330220429
30,1001054.1488261162
31,1001054.1488261162
32,1001054.1488261162
33,1001054.1488261162
34,1001054.1488261162
35,1001130.1639244623
36,1001105.836325401
37,1001065.1480243799
38,1000864.7853322543
39,1000707.177597246
40,1001675.1092396256
41,1001786.4996048297
42,1001235.3129193117
43,1001275.1747488725
44,1001815.2962421398
45,1001207.4249433391
46,1001904.5825250287
47,1001223.9993144434
48,1001601.0125051459
49,1001278.2961452471
50,1001181.258644549
51,1000896.8924838695
52,1001735.5227033274
53,1001066.6822289814
54,1000903.5100756111
55,1000408.897707906
56,1001093.2233253823
57,1000285.4127788683
58,1001622.8266577689
59,1000563.0330435304
60,1002292.0084344442
61,1001146.3330173797
62,1000752.7643228152
63,1000624.7895156922
64,1001214.9012404514
65,1001486.8176272683
66,1001246.0651352978
67,1000214.77469726
68,1000256.9105440495
69,999336.0466920905
70,1000268.2946511168
71,999854.6708579097
72,1001205.7269887787
73,1000962.6056873673
74,1000599.5538545252
75,1000521.2710564238
76,1000123.1974985449
77,1000101.7018765069
78,999695.5329455287
79,1000130.2667186457
80,1000848.0195669418
81,1000469.0617833807
82,1000090.1085306519
83,1000064.6656579163
84,999540.540000555
85,1000314.5342532992
86,999559.9866529965
87,1000746.2530433993
88,998776.3241775455
89,1000559.3456175852
90,999997.3296970921
91,999661.5053301101
92,999056.4613549341
93,999029.5009157467
94,1000456.2432918043
95,999902.1191211147
96,999482.2077568689
97,998638.0623408165
98,1000113.7049420468
99,998440.6446669584
100,1000009.5860337482
101,1000062.7199502847
102,999422.0702234479
103,999728.5735638429
104,999530.1832865349
105,998436.6729899854
106,998840.4488168235
107,999088.0689494708
108,999679.3376689953
109,998341.3480920012
110,998894.5420571257
111,998629.5662162642
112,998169.7833242138
113,997269.1656510277
114,998198.7673351846
115,998257.7689852143
116,997800.2476804395
117,998142.3127064796
118,997557.4021758563
119,997634.7073354443
120,997482.0607248674
121,998713.004019377
122,997809.4143571628
123,998096.8150606113
124,997410.5978775264
125,998386.2065887004
126,998310.2305971308
127,998375.8769298566
128,998056.594097757
129,997832.4461565809
130,998165.5381428966
131,998004.9058956504
132,997829.8742234714
133,997408.7912332468
134,997547.8119452053
135,997867.5979825051
136,997711.4622233462
137,997935.0522488658
138,997935.0522488658
139,998098.9820651172
140,998098.9820651172
141,998098.9820651172
142,998098.9820651172
143,998333.1824154358
144,998333.1824154358
145,998333.1824154358
146,998333.1824154358
147,998334.6844765602
148,998295.1401829674
149,998083.4595143469
150,997945.9031704353
151,997487.8394610723
152,998261.3257587092
153,998379.9299981908
154,997844.912375876
155,997810.3674370436
156,997724.6462327898
157,997601.9966371511
158,997660.2063288076
159,997411.8383610832
160,997367.4093516474
161,997253.184405576
162,997616.6706783054
163,997621.2328308178
164,997621.2328308178
165,997620.6339731601
166,997816.3644536476
167,997780.5809162313
168,997780.5809162313
169,997780.5809162313
170,997780.5809162313
171,997780.5809162313
172,997854.2196933228
173,997854.2196933228
174,997854.2196933228
175,997929.9786834961
176,997929.9786834961
177,997929.9786834961
178,997929.9786834961
179,997981.3377711085
180,997981.3377711085
181,997981.3377711085
182,997981.3377711085
183,997981.3377711085
184,997981.3377711085
185,997944.3952811356
186,997679.9440820041
187,998209.0621771403
188,998134.3680579385
189,997979.8736508964
190,997979.8736508964
191,997979.8736508964
192,997979.8736508964
193,997979.8736508964
194,997979.8736508964
195,997979.8736508964
196,997813.5929420481
197,998249.2871125906
198,998231.5480650453
199,998231.5480650453
200,998231.5480650453
201,998231.5480650453
202,998231.5480650453
203,998334.6838234124
204,998334.6838234124
205,998334.6838234124
206,998334.6838234124
207,998471.872944799
208,998471.872944799
209,998508.0415352479
210,998508.0415352479
211,998508.0415352479
212,998508.0415352479
213,998508.0415352479
214,998488.7625956343
215,998488.7625956343
216,998488.7625956343
217,998488.7625956343
218,998488.7625956344
219,998571.4912923125
220,998571.4912923125
221,998681.261798759
222,998681.261798759
223,998681.261798759
224,998681.261798759
225,998681.261798759
226,998681.261798759
227,998681.261798759
228,998681.261798759
229,998681.261798759
230,998940.7097849709
231,998940.7097849709
232,998916.1790641869
233,999225.8932518319
234,999094.1548189942
235,999094.1548189942
236,999094.1548189942
237,999094.1548189942
238,999462.2293047857
239,999462.2293047857
240,999462.2293047857
241,999462.2293047857
242,999462.2293047857
243,999680.8399663569
244,999680.8399663569
245,999680.8399663569
246,999805.3588491936
247,999805.3588491936
248,999805.3588491936
249,999805.3588491936
250,999805.3588491936
251,1000036.6944674096
252,1000036.6944674096
253,1000036.6944674096
254,1000036.6944674096
255,1000036.6944674096
256,1000036.6944674096
257,1000036.6944674096
258,1000036.6944674096
259,1000036.6944674096
260,1000036.6944674096
261,1000036.6944674096
262,1000036.6944674096
263,1000036.6944674096
264,1000283.7241761222
265,1000283.7241761222
266,1000548.8243240762
267,1000548.8243240762
268,1000548.8243240762
269,1000548.8243240762
270,1000632.3948793415
271,1000632.3948793415
272,1000632.3948793415
273,1000632.3948793415
274,1000632.3948793415
275,1000632.3948793415
276,1000632.3948793415
277,1000632.3948793415
278,1000632.3948793415
279,1000632.3948793415
280,1000632.3948793415
281,1000632.3948793415
282,1000632.3948793415
283,1000632.3948793415
284,1000632.3948793415
285,1000632.3948793415
286,1000632.3948793415
287,1000632.3948793415
288,1000632.3948793415
289,1000632.3948793415
290,1000632.3948793415
291,1000632.3948793415
292,1000632.3948793415
293,1000632.3948793415
294,1000632.3948793415
295,1000632.3948793415
296,1000632.3948793415
297,1000632.3948793415
298,1000632.3948793415
299,1000864.2007658483
300,1000864.2007658483
301,1000864.2007658483
302,1000864.2007658483
303,1001099.8290971314
304,1001099.8290971314
305,1001099.8290971313
306,1001246.634080271
307,1001246.634080271
308,1001246.634080271
309,1001246.634080271
310,1001246.634080271
311,1001246.634080271
312,1001246.634080271
313,1001246.634080271
314,1001246.634080271
315,1001246.634080271
316,1001330.8181902494
317,1001330.8181902494
318,1001346.7422597221
319,1001346.7422597221
320,1001346.7422597221
321,1001346.7422597221
322,1001346.7422597221
323,1001346.7422597221
324,1001346.7422597221
325,1001346.7422597221
326,1001346.7422597221
327,1001346.7422597221
328,1001346.7422597221
329,1001346.7422597221
330,1001346.7422597221
331,1001346.7422597221
332,1001346.7422597221
333,1001346.7422597221
334,1001346.7422597221
335,1001346.7422597221
336,1001369.985435946
337,1001784.875403761
338,1001769.0442148688
339,1001769.0442148688
340,1001788.3047218225
341,1001788.3047218225
342,1001788.3047218225
343,1001788.3047218225
344,1001788.3047218225
345,1001788.3047218225
346,1001946.0347201425
347,1001946.0347201425
348,1001946.0347201425
349,1001946.0347201425
