,0
Annual return,0.06147014008919971
Cumulative returns,0.13528641317748913
Annual volatility,0.2926973812699091
Sharpe ratio,0.35068305584008863
Calmar ratio,0.17404438526305605
Stability,0.0026367782686994557
Max drawdown,-0.35318657362196343
Omega ratio,1.072632657117123
Sortino ratio,0.49111389527272176
Skew,-0.3202411197829953
Kurtosis,7.671167770647525
Tail ratio,0.9632345614779624
Daily value at risk,-0.036469086312620184
